Coment,Status
fatta sinduwe theruma nm kiyala wadak na me wage kathawak dala sinduwa haduwat godak thx meka nm matama gahala wage,Neutral 
kari bonna weda karanda gu kana bonayo ponnyo tho sinhalanm budu guna song akak karapanko wesawo anuge huththawal hoyane nthuwa ,Hate
dadass budaas galla toh ta hukannakotta sadee eaiiii  😠 😠 nosandalayoo pawla pittnma ussala kewaa okka baby ponnaya ammi ta kiwallu,Hate
oka awanka kama nemi ganiyekge pawudgalikathwaya minissunta kiyawanna salassala kamuka sathutak ganna eka widihak thanikarama manowidyawa thama othana thiyenne,Offensive 
hondata indala kohedo ponsiyekta owa ithin dhamae kiyala thiye karaganna ekak paduwe koranm hondaine mewa dana ekatath aheniya wagea,Offensive 
me piumita kasada minihek nadda owa kata wahan balan inne puthek inna amma kenek welat prasiddiye mehema hasirenne ayyy,Offensive 
ape rate enne doctors lata gahala maranna hadana campus lamaei ne ethin ape rata ta mehema wasanawak kohen da,Offensive 
yako aedagena yanna mokadda karapu warada munge hora eliwena nisa meka kare mekata wagakiyanna oni derana eka thamai aeththa,Offensive 
ubata ekak kiyannam parissamin hitapan kasun kalhara dawasaka beelama marunama e thanata enna ona ekama eka uba adarei palenna,Offensive 
okkoma dunna mudal yodawala niwasak nithi ahinsakayeakuta dunnanam hari neada rs ada monawada karanna puluwan meawanam vikara moda wada,Neutral 
president wenna one na policy maker kenek karala rata diunu karana wada tika meyata dunna nam sahena deyak karai,Neutral 
mama danna deyak kiyanne babge adum redi thada auwata danna epa eka babata hoda nahe den newei baba lebunama ,Neutral 
mama danna deyak kiyanne babge adum redi thada auwata danna epa eka babata hoda nahe den newei baba lebunama,Neutral 
ane shakila ube thaththata hukapan kari wesi patta balli thopi gana  ape rate kollo hodata dannawa pissu baduwak kiyala ,Hate
ane huththo ekama de headline eka wenas kera kera daanda epa pako ahala ahala epa wenawa wesige putho,Offensive 
sobitha hamuduruwo hitiye nathi eka num loku deyak un wahanse me de dakke nathi eka hodai eka athakin,Neutral 
inseratama udata pahalata gihin gein pita wennath welawa athi ara ahinsaka pawlata awadi kataganna welawa madi paw,Neutral 
harendra mahaththaya loku ewasimak thiyana kanek wana kanek nam tharaha yanawa tikak ma hamuduruwo akka katha karaddi,Neutral 
sihalayata mul thana gagaa anith eunta hodata salakanna sinhala set ekak ohoma kalaanam kandulugas gahalaata thalalawedi thiyala  🤐,Offensive 
vihilu paathaale sellan pisthola karakawana rajjuruwo population of women at least one time been a lesbian in there lives that;s her privacy so what,Offensive 
adoooo anna u france walinda kohedooo kata kara grade walata iskole gihin nathi wesiyo moddeling chuttak kalama hithanne ane eki thama queen elizebeth kiyala,Hate
ma mero desh lai maya garxu hai sathyharu sabailai samjhana xa ni ta mari lanu kxara kanzi ani agina gud nyt vaneko hota,Neutral 
meki baduwak thama aiya mkd ganiyekuta eka parak gshuwoth e minihagen ain wennalumeki wachanenuth baduwa wela inne wesiyo samajeta waradi adahas dena huththiyek,Hate
oba jothishya karana kenek wenna oni cover foto ekata anuwa nam ow loku swamanin wahanse wiruddai jothishyta a nisa wenna athi ohoma kiwwe,Neutral 
hasini kochchara samajeta hoda kiyagena awata wadak na badina dawase wena ekek ekka haadakam karanawa me video ekenma penawa ekita salli witharai wadagath,Offensive 
yako filty thota maha awajathakayek balapan umba anunge wedding ekaka anwashya widiyata bride wa kiss karana heti meka lankawa yako apita sanskruthiyak thiyenawa,Offensive 
rpa kiyala kalin ahuwe manakkalpithayagewa vitharai bokken eth me wage podi ekektawath balanna bari vedio ekakata rapak dunne mona sinhala kamakatada ooi,Offensive 
konda pana nathi balloda yako watalim karanna yanne singhalada demalada muslimda wadak naha olu kuduvenna thiyapalla ratata barak athi hama ballek balliyekma,Offensive 
deshapalakayanta naya nathi oba ratata sewayak kala nisa kisiwakuta baya wiya yuthu natha kelin theerana gena kelin weda karanna janathawa samagama inna,Neutral 
konda kelin warada warada vidiyata penwana minissu balu karala sutikko legendsla karana mediane ape minissu illane malinga hamadamath adarei kelin kathakarana obata,Offensive 
sinduwa maru athtama hithta wadinwa dn tiyenna adana sindu wage neme kiyka wedak ne api machan team ekath oyth suba pathanawa ela,Neutral 
bumidanaya karoth vitharada jalayata visa beeja akathu wanne korona hadunu roogin muna sodana jalaya kela gahana  naana jalaya swain bo wanne nadda ,Neutral 
nileyange hati tamai song ekan kiyanna dan e gona kohe hari pretayek wela ati tamange jeevita natikara gath pawata aiyo sansare  ☠,Offensive 
lajha nati mha wal ballk hama ekiyk ekkma laglla dan enawa sudana wenna okawa ella marnna oona karana balu wada walata 🤣 🤣 🤣 🤣 🤣 🤣,Offensive 
athi wenna eun mekata banala thiyenawa filtige hati danagenath ai ehnm thopi mewa baluwe 😂 😂 dn boruwata appiriyai wage ragapanawa babala tika 😂,Offensive 
mona mala vikarayakda me saheli malintha e magulata yanava vinadi kma epa venava gon seen anuksha devantha kochchara hodada anuksha  ❤ ❤ ❤ 💕 💕 💕 💕 💕 💕 ❤ ❤ ❤ 💕 💕 💕 😍 devantha  💕 💕 💕 💕 💕 💕 💕 ❤ ❤ ❤ ❤ 💕 💕 💕 💕 ❤ ❤ 😘,Neutral 
singapore inna madushge golayo tika kawadda lankawata genna ganne masa ta kalin madushge punchige puthath singapore waladi meruna heart attak hedila,Neutral 
vikalpa na oba thamai anthima vikalpe wena kenek na dan okkoma inne kalakanni kauru hari sinhalayek one unp nam epa ammo,Offensive 
muth nanna yanne kridakayantaground walata wena asadaranakam walata wachanayak eliyata danne nathi aka rata hadanna yanawa mahela karanam api akenma set,Neutral 
mowunta uparima danduwam dena thada neethi hadanna ona kenek maruwama miniya nochariyen eliyata ganna issella happapu eka epa pita eliyata daalaa,Offensive 
aka patta bro wada tiyanna uta gahuwanam tamaath aualak na kalabala natiwa aka hodata una nisaall the best sri lanakan polise,Neutral 
bin laden hitiyanam ammapa contrac eka denna tibuna depathtenma gahanna bomb purawapu plane dekak in parlimentuwata mun tika mara la danna,Offensive 
bro othana siduvenne maru gehilak uge kella mu gahanava muge kellath aru ghana othana innawa oka ban appa dana set ekkak,Offensive 
mata prashne eka neme aiya kella hambune ewaleman rosa mal pokura gatte kata dennada kiyana eka aiya ethakota kalin kellata bootda,Neutral 
akkke oya rack eka plastic eka neda oka auve api thiyanakota tika kalekin diranava oke aluminiyam eka ganna eka godak hodai ,Neutral 
meknm thni boruwk tiktok wla inna eki mekit wda gdk wens dn methna inne thwa ekiyek wge penne mt withrd oi 😆 😂 ,Neutral 
kisima kanak me welae sos no kiyanna mnda apata me wage dayak unoth apith asarani nikarune katata ana de nokiyanna,Neutral 
una bala ayatanayata gatta nam me warada ahu wenawa ayatanaya meyata wagakiwa utuy minissunge sramaya autu lesa yoda ganna tirisannu,Neutral 
ahinsaka lamai marana kalakanni okunwa hire giyama puke arala maranna oni okage payya kalama danba oni ane paw ara daruwa,Offensive 
muth kata arinne anik unta witharai jathiyata agamata sadda na endiyawata koti ganan denawa ahinsakayant ape rate unta mukuth na,Offensive 
rate minissu danaganna one mun wage deshapalakayonta aye amataka nowenna padamak uganwanna karumeta ape rate minissunta ehema mind ekak ne,Offensive 
e thamai nayakayo api eka horek elawanna thawath horekawa genawa uge wede parana horawa araksha karamin mooth horakam karana eka,Offensive 
ape rate ewa koheda oya mahabankuwata kelala tie coat andan parlimen enne ehema ratak lankawa ara kalin dakala na thama,Offensive 
mahinda di me damiyawa genapu eken therum ganna godak dewal thiyanawa mahinda hithana inne rate minissu okkama amu gonnu kiyala,Offensive 
oka unp ekek dunna dawasatath okama kaloth witharak i salute him mokada mu unp ho jvp karek wennath puluwan nisa,Neutral 
meka nohikmunu tharuna madaya meunta wadihitiyanta salakana hati thiya wadagath thanakata wadagath widiyata ena widiyath amathaka wela mewa demaupiyange waradi,Offensive 
buddha sahitye kathawak tiyenawa lasagna situ diyaniyak pasupasa massek hamawelawema passen ana hetuwa aya asthma gannakata pera anika wurtiye yedeema ,Neutral 
nodaken para nambe adagena ennye mokakda ara aka tanayak paath vela baduma tama kollanta okata vada tanak nahanye munta luuse ,Offensive 
mokakda samitha akke wela tiyenne oyaatula aiya ratatama adarshayak dunna paulak hamadema amataka karala aith ekatu wela hodin inna,Neutral 
paadam karanawa kese wethath putuwak nan aniwa allagannawa mama puluwannan putu tikak allala business line ekakuth gahagannawa shape eke,Neutral 
me dena api venuven karana kapaveema dakkama harima duka hithenava pau thamun ganavath nositha gutikagena dagalanne api venuven vadakarannane,Neutral 
muslim ekkenekuth othana innawa katha karanne eya thamai monawa unath api okkoma lankikayan kaata karadarayak unath ape rate kenektane,Neutral 
api pasal yana kale hitiye patta niyama kollo set eka ane e kale aye enne nane dewiyane,Neutral 
hari medda wedasatahane filltiwai hashiniwai vitharak genella palu gedara walang bindhe aei aei filltita viruddawa awa cumens block kale aei oke therumada hari medda kiyanne,Neutral 
dan mawa dakala lankawe janadhipathi kiyai mama taliphone aken malayasiyawata katha kala masa dekata mehema dewal une nehe kiyala sirata facebook akath samaga malen inne,Neutral 
apo me kuruluge chariteta wena knk hitiye nedda appa me tanashawa gtte charitha maru unam hodai ara boruwata off mark hodai kiya kiya ragapanawa,Offensive 
me comment list eke mama witharak wenna athi mehema qwaeth buddiyen kalpan karala balanna hariyata nirwanayata yana maargaya mokadda niyama budda deshanawa mokadda kiyala,Neutral 
okama matath wela thiyenawa amma kenekuta sheet ekak aran denna gihin wadak naha lankawe inne fb weerayo tikak haba lokedi unge jeevithath kunu godawal,Neutral 
hama welema bala adana thanata watenawa bun sajana we love you you are tha best ai yako ape sajanata uba gahuwe ahuwena epa uba,Neutral 
ane paw amma aran yanakota godak virudda una ne iye e amma kiyanna thibunane putha asanipa kenek kiyala pilice yenuth oya lamayata bennane iye,Neutral 
yako spa welata ringanna allapuyau ko lanka ads awa ba policy th yanawana ubla oya allala dan okkoma ganika niwasada heanaghanna police karayanta,Offensive 
thoge lamayat deiyane jesus pls help her e lamaya paw yakoo tho amma kenek nemei balliye tho wage ganu gal gahala karanna ona,Offensive 
hapoi deyana munwa lankawan alawapalla ban topi hadana lamaenta hadanna depalla mawa balala punchi kallo makiwaga hodaee munwa alopan ban tuuuuuuuuuu para wase,Neutral 
monta agama harina dane nah mon thithagena inne rawula hadal joba thopiya andama islam kiyala agama widiyata hitaya natha kamak nahi hari indapala,Neutral 
me kole deiyo budun kiyla deyak thyanm oya ilaga athme ipadenne diwya loke sir okun serma ikmnta akuloma yavi mulu ratema pathuma eka,Offensive 
ane magda merate wada kisima piliwalak na monhada karanne hamaekamabaull tama mewa palane karana kmniladaryage ida hama ekama gasgana kana eka vitarai tiyenne,Neutral 
rupawahiniya meratata hadunwadimata katauthu kala mul samajikayek e wagema lankawe palamu pudgalika nalika athara multhana obata garu karanawa paksha walin apata wedak na,Neutral 
okata gihin gahala wadak na okata okunwa yawwe apima thama ithin okun wage unge boru katha walata rawatila chande dunna minissuntamai gahanna one,Offensive 
pissu hedanawa toge pake pag eka unp ekaka kiyala dannawanam oka balannewat ne den fb eka adan netuwa ammage thurulata wela adapan samanalayooo,Offensive 
mata ba babala naha eth lagadima balaporoththu wenawa akkige vedio me wage awa okkoma man baluwa mata issarahatath wadagath wai kiyala thanks akki  😄 😄 😄 ,Neutral 
video akan hoda paniwidayak danawa ratata marana kalin daparak hithapan amma gana aka aka balliyoo kaa gahanawa a keyanee unta ridelaa niyamai,Offensive 
rate palakayo nidida me ayathanaya nada wagakiyanna one dan eken duk vidinna rate ahinsaka duppath minissu me ayathanaye lokka hire danna one,Offensive 
mona huththkda yakoo apu un denna dnne ndda madush athule kiyla mole tiynwann un denna eida kudukg aran boruwak gothanna igena ganin,Offensive 
swamin wahansa oba wahansetath srawanaya kala oba apa siyalu denatamath demapiya naada hitha mithuru siyalu denatamath uthum chathuraryama hamuwewa saadu saadu saadu 🌼 🙏 🌼 🙏 🌼 🙏,Neutral 
hamudurowo kiwe aththak ube miniha kotiyek ltte eken salli gaththa oththu karayek apith passe me kalakanni anduwa gedara yawala sahimakata path wenawa,Offensive 
supirima song ekak kaalekata passe apu supirima sinhala song eka keep it up digatama me wage lassana nirmana balaporoththu wenawa good luck,Neutral 
mn nam one ekekuta salakanne ekama widiyatai uu hoda unath naraka unath mokada mata anekek kriyaawen judge karanna ayithiyak nathi hinda 😅 🤣,Neutral 
kochchara asavakin da mahansi vela a lamayata igeneema deela aththe ay mehema yanne naanna onanam bathroom aka nannako mokatada mehema yanne,Neutral 
neethiyak genna oni muslim eunta me rate lamai hadanna puluwan sinhala ayata neethiyak daanna oni awama lamai wath hadanna oni kiyala,Offensive 
lankawe inna samahara pirimi napunsakayo ara manussayata wahane dora arala dennawat kenek enne ne mun pirimida ane e manussaya veerayek attatama,Offensive 
me serama hadanne me ratata adareta newei balayata mudalata pagawal ganna rate keli wikunanna rata winasa karanna ratak nethi karanna hadanne,Offensive 
patta song ekak nahen adagena kiuana ayata hoda padamak lassanai sinduwaaaa godaaak huga kalekin ahapu pattama patta song ekak best whishes,Neutral 
meke inna moda ponna pakkuta tawama terenna aththa u kiyapu kathawa lether ballayak bat ekak allapu kisima ekek uta banne na,Offensive 
mudukku wala heduna awn thama me widiyata hesirenne kisima wili lejjawak nethi wesaganan wahinakota hena gahanna one munta lankawa winasa karanawata,Offensive 
sakkili rs tama ratapura ennava dan okun dahak da kiyai unge padi pata raka ganna vaga kima pahara harapu sakkili phi 🐃 🐂 🐕,Offensive 
matat innawa duwala k magge daruwnta unnanam mama anit daruwantawat nidda hassee inna onna nissa okawa marragena marrennawa kalla kanniballo,Offensive 
patta wesi tota henama gahapan totai toge anduwatai lagadima redi netuwa pare duwanna wei edata toge hinsanayata api gal gahanawa,Hate
nodaki mun mokkuda ma thamga gani wana akak akka miniya thawa akak akka jivithata dakkami ma waga wedding akak,Offensive 
menna meya kiyanwa meya waradi margen salli hamma karanne nalu yako sex thiyenne thamange parapura idiriyata geniyanna nathuwa me eka job ekak kara ganna neme,Neutral 
hm aakarshaneeya charithayak buddjimath shakthimath genulamayek mama kamathiy me lamayage yaluwek wenna hageem walin lanwenna samaharawita aadare karanna suba pathanawa oyata hoda anagathayak udawenna kiyala,Neutral 
woooow lassanai song aka awasane adanam super sanam mama idala hitala lassana song aka denna so beautiful saheli malintha good luck dennatama god bless you,Neutral 
athdakimen kiyanne mamanm dawasak balapitiyedi train eke brake eke bar ekak galawila train eka hariyatama crosing eke nawatune galu ena express eka clmbo walin gana,Neutral 
party ekakata awa ithin eyala ekata oni vidihata hesiruna mala geyak wela neweine awe hemotama mahansi me jivithaya thapparayak hari sathutin idala merila giyapuden,Neutral 
kuddo hari kuddiyo hari darunu aparadha karayo ho aparadha kario allanna yaddhi police niladhadreen meeta wediya thamange athma arakshwa salasena paridi sudanam vi yanna,Neutral 
