Coment,Status
කවුද බන් මේ සීනි තාත්තා  😁 මූත් මර කතාවක් කියන්නේ බැල්ලියක් ගෙනල්ලා කියනවා බැල්ලියේක් කියාලා හිතන්න එපාලු  😁 හරි හරි,offensive
මචන් අපිත් ඇත්ත කියන්නේපැයි අපිත් බඩු ගහාලා තියේනවා ඒ උනාට අපි උබලා වගේ ගොන් ආතල් අරගේන නැ බන්,Neutral
මේ ඩාුම එක බලපුවාම දෙවෙනි ඉනිම වගේ කතා මොනද කියල හිතෙනවා සතියේ දවස් පහේම තිබුන නම් කියල හිතුන,Neutral
පල්ලියකට ගලක් වැදුනත් පරසක්වල ගහන මූ පන්සල් බිමට සමතලා කරද්දී සද්ද නෑ මූට කොහොමත් ඡන්දෙ නම් දෙන්නෙ නෑ,Neutral
මේ දුම්රියේ ගමන්වාර අවසානයේදී දුම්රියේ මැදිරි අපේ ජනතාව පාවිච්චි කරලා තියෙන විදිය රටටම පෙන්වන්න ඕනේ කියලා යෝජනා කරනවා,Neutral
ඊලග පරම්පරාව මේක නොවේදෝ මට හිතෙන විදිහට කසුන් කල්හාර පරම්පරාව ඇරැනහම ඊලගට අපට පෙනෙන අනාගතය මෙය වෙයි හැබෑවටම,Neutral
පොලිස් කාරයොන්ට මමනම් සලකන්නෙ නෑ ඒ මගේ අත්දැකීම් පාතාලෙ ලංකාවට යින්න ඕන කොටසක් ඒක රැකගන්න ඕන තේරැමි ගනිල්ලා,Neutral
අර මනුස්සයා විතරයි උදව් කරන්න බලන්නේ ඊට පස්සෙ තමා තව මනුස්සයෙක් උදව් කරන්නේ අනික් ඔහොම අහක බලන් යනවා,Neutral
මොකද්ද මේ විහිලුව මුලු වොල් එකේම තියෙන්නෙ මේක මේ ඇඩ් එක හදනවට වඩා ගානක් ගිහින් පේජ් ඇඩ්මින්වරුන්ට ගෙවන්න,Neutral
උන්ට පිස්සු නෑ ඔවා බලන් ඉන්න අපිට පිස්සු ඇමැති වරු සේරම පත් කර ගත්තා ඊට පස්සේ පාර්ලිමේන්තු විසිරෙවුවා,Neutral
පුකේ ඉන්ටවල් ඕයි ඇඩ් දාන්නද දන්නැ ඉන්ට වල් ඇයි දන්නැ නිවේදක අයියා මෙච්චර පලල් කරං ඉන්නේ සරං ඇදං,offensive
එපා කියමුකෝ වත් දුන්නනම් හරිනේ ඔකනම් පුදින්න කරපු දෙයක් වැදගත් කමක් නෑ හොද වැඩක් එත් ඉතින් වටිනාකමක් නෑ,Neutral
මොන පයියක්ද ඕයි මේ අහම්බෙන් දැක්කෙ යකෝ ගායකයෙක්ද අයිසෙ මූ මුගෙ පුකේ බෙට්ට හිර වෙලා වගේනෙ කෑගහන්නෙ මූ,offensive
මැච් දිනන්නැත්තෙ ගහන උන්ගෙ බැරිකමට පාලක මණ්ඩලේ මොකා හිටියත් ලකුණු විකට් ගන්න පුලුවන් එකා ගන්නවා බැරි එකා නෑ,Neutral
නින්දිත නූගත් අසික්ශිත මහජනතාවක් ඉන්න තාක් මේව ගෙනාපු විදිහට රැදෙන්නේ ණැතව මාසයක් බලන්න මහජනයට බාරදිලා අඩුම තරමින් මේ හයිකරා තියෙන ෆෑන් ටිකවත්තියේද කියලසක්කිලි වගේ ශීට් වල බලි අදි අඇගිලිවල අමාරුව අඇරගන්න ශීට් කොනිත්තයි පහුරුගාවිමගේ  🔋 ලෝ කිය කිය මරාගනිරටකජු පොතු ටිශු කෑලි සිගරට් කොටන් එහෙම මාසයක් අඇතුලත පිරි ඉතිරියයි අපේ රටේ අයට මොනා බාර දුන්නත් විනාසයක් මිසයි පැවත්මක් නැ,Neutral
වාහනේ ගන්න මතක් උනා අර මිනිස්සුන්ට කෑගහල කියන්න අමතක උනා මිනිස්සු ද ඔයාලා තිරිසනුන් වත් ඔහොම නෑ,offensive
අනේ පුලුවන් නම් ගෙවල් වලට ඇවිත් ගන්න ආසාදනය නොවුනු අය ආසදනය උනු අය ගාවට ගියාම මොකක්ද වෙන්නේ,Neutral
මේවගෙ ඉන්ටවිව් එකක් කරන උඹලට ලැජ්ජ නැද්ද මේ වගේ කාලකන්නි මාකට් කරන්න එපා මේ ගෑනි රටට විනාශයක්,offensive
මං දැක්කෙ ඉරාජ් හරස් ප්‍රශ්න අහනවා කහපාට ඇදගත්ත තට්ටෙ ගාලා ඇහිබැම ගලවපු ඇන්ටි පලා බෙදුවා ඒ දෙන්නට පිටිපස්සෙන් දත් සෙට් එකක් බක බක ගාලා හිනා වුනා හරි සරලයි ඩේටා කපන් මාත් ඉතින් බලන් හිටියා,Neutral
මේක දැකලා පියුමිගේ තාත්තට හිතෙන දේ අපරාදේ එදා පෝය දවසක් උනේ ෆාමසිත් වහලනේ තිබ්බේ සරමේම පිහිදාන්නයි තිබ්බේ  😂 🔫 🔫,offensive
මෙ ගැහැනියටනම් අම්මා කියන වචනය වත් කියන්න වටින්නැහැ මෙ වගෙ ගැනු නිසාතමයි ළමයින් ආනාත නිවාස වල ඉන්නෙ,Neutral
